896.994, 48.7601, 82.2656, 
896.994, 38.0305, 72.2152, 
896.994, 32.0943, 51.202, 
901.333, 32.5246, 57.174, 
902.966, 32.5246, 55.5409, 
904.014, 32.5246, 53.4831, 
904.375, 32.5246, 51.202, 
904.014, 32.5246, 48.9209, 
902.966, 32.5246, 46.8632, 
901.333, 32.5246, 45.2301, 
899.275, 32.5246, 44.1816, 
896.994, 32.5246, 43.8203, 
894.713, 32.5246, 44.1816, 
892.655, 32.5246, 45.2301, 
891.022, 32.5246, 46.8632, 
889.973, 32.5246, 48.9209, 
889.612, 32.5246, 51.202, 
889.973, 32.5246, 53.4831, 
891.022, 32.5246, 55.5409, 
892.655, 32.5246, 57.174, 
894.713, 32.5246, 58.2225, 
918.949, 1015.49, 19.5759, 
904.607, 1195.49, 110.127, 
933.051, 1075.49, 47.2261, 
954.474, 1015.49, 45.3864, 
978.134, 895.49, 46.5189, 
974.711, 955.49, 80.4816, 
912.859, 1237.49, 142.334, 
920.426, 1195.49, 141.174, 
926.855, 1135.49, 142.984, 
933.051, 1075.49, 146.483, 
918.949, 1015.49, 154.721, 
896.994, 895.49, 158.199, 
896.994, 115.49, 0, 
923.358, 235.49, -8.2572, 
966.016, 235.49, 22.7356, 
982.309, 235.49, 72.883, 
966.016, 235.49, 123.03, 
923.358, 235.49, 154.023, 
923.358, 415.49, -8.2572, 
896.994, 655.49, -17.7412, 
958.915, 535.49, -12.4545, 
977.014, 535.49, 10.782, 
980.825, 535.49, 41.7158, 
982.309, 535.49, 72.883, 
978.134, 535.49, 99.247, 
966.016, 535.49, 123.03, 
947.141, 535.49, 141.905, 
923.358, 535.49, 154.023, 
896.994, 535.49, 158.199, 
896.994, 355.49, -12.4329, 
978.134, 295.49, 46.5189, 
966.016, 295.49, 123.03, 
896.994, 295.49, 158.199, 
947.141, 775.49, 3.861, 
982.309, 775.49, 72.883, 
947.141, 775.49, 141.905, 
897.233, 1237.59, 157.975, 
900.342, 1225.95, 184.218, 
902.143, 1196.74, 184.218, 
901.227, 1167.54, 184.218, 
899.451, 1261.78, 221.494, 
901.661, 1214.42, 221.494, 
899.165, 1279.3, 250.987, 
899.743, 1241.18, 250.987, 
899.768, 1300.28, 282.13, 
897.929, 1271.31, 282.13, 
1102, 1236.78, 165.506, 
1097.75, 1253.71, 165.506, 
1092.55, 1270.38, 165.506, 
1044.68, 1203.67, 166.38, 
1034.91, 1248.51, 163.894, 
986.609, 1188.39, 163.944, 
975.054, 1241.46, 158.236, 
928.029, 1175.46, 159.508, 
914.605, 1237.11, 150.366, 
1095.59, 1251.79, 163.401, 
1044.81, 1203.06, 157.465, 
1035, 1248.12, 159.8, 
982.871, 1205.56, 152.633, 
932.719, 1153.93, 145.494, 
919.171, 1216.14, 148.717, 
1651.83, 664.318, 60.8845, 
1651.83, 683.09, 61.5962, 
1651.83, 701.717, 58.8586, 
1591.84, 638.206, 52.7902, 
1591.84, 690.996, 56.1996, 
1531.85, 641.059, 53.8532, 
1531.85, 695.456, 50.9066, 
1471.86, 639.326, 50.0511, 
1471.86, 702.605, 43.4005, 
1411.87, 640.16, 48.6251, 
1411.87, 712.68, 38.1163, 
1351.88, 644.518, 45.521, 
1291.9, 575.542, 36.4022, 
1291.9, 651.606, 39.4457, 
1231.91, 545.382, 27.624, 
1231.91, 661.577, 35.1283, 
1171.92, 565.076, 34.7651, 
1171.92, 675.005, 28.8105, 
1111.94, 562.776, 37.1983, 
1111.94, 689.654, 23.8637, 
1051.96, 566.336, 36.2362, 
1051.96, 709.927, 15.4286, 
987.323, 575.23, 33.8129, 
1651.83, 657.599, 54.4685, 
1651.83, 695.133, 54.967, 
1591.84, 659.766, 48.1253, 
1591.84, 705.864, 51.3461, 
1531.85, 667.689, 43.6219, 
1471.86, 617.375, 37.9199, 
1471.86, 680.988, 38.7646, 
1411.87, 639.265, 32.2238, 
1411.87, 712.428, 37.6425, 
1351.88, 657.205, 29.7346, 
1291.9, 589.323, 21.7453, 
1291.9, 681.054, 26.3896, 
1231.91, 609.791, 17.6739, 
1231.91, 711.244, 25.1878, 
1171.92, 637.277, 15.6734, 
1111.94, 539.889, 9.99216, 
1111.94, 667.561, 16.4563, 
1051.96, 564.564, 3.76164, 
1051.96, 709.427, 14.4905, 
987.323, 600.301, 2.61432, 
875.038, 1015.49, 19.5759, 
851.313, 955.49, 17.6071, 
827.972, 895.49, 22.7356, 
884.159, 1237.49, 133.008, 
873.561, 1195.49, 125.946, 
860.083, 1135.49, 121.288, 
838.652, 1075.49, 115.811, 
839.513, 1015.49, 128.911, 
851.313, 955.49, 143.356, 
870.63, 895.49, 154.023, 
892.091, 1237.49, 157.422, 
850.89, 175.49, 5.3211, 
822.396, 175.49, 44.5395, 
822.396, 175.49, 93.0161, 
850.89, 175.49, 132.234, 
865.797, 475.49, -17.2253, 
835.073, 475.49, -12.4545, 
816.973, 475.49, 10.782, 
813.162, 475.49, 41.7158, 
811.678, 475.49, 72.883, 
815.854, 475.49, 99.247, 
827.972, 475.49, 123.03, 
846.846, 475.49, 141.905, 
870.63, 475.49, 154.023, 
870.63, 355.49, -8.2572, 
815.854, 355.49, 46.5189, 
827.972, 355.49, 123.03, 
870.63, 835.49, -8.2572, 
815.854, 835.49, 46.5189, 
827.972, 835.49, 123.03, 
895.547, 1245.36, 184.218, 
893.646, 1225.95, 184.218, 
891.844, 1196.74, 184.218, 
892.761, 1167.54, 184.218, 
893.803, 1253.91, 221.494, 
893.085, 1206.55, 221.494, 
894.343, 1272.95, 250.987, 
896.714, 1235.61, 250.987, 
893.88, 1295.35, 282.13, 
690.656, 1216.26, 166.165, 
691.983, 1236.78, 165.506, 
696.235, 1253.71, 165.506, 
701.438, 1270.38, 165.506, 
750.936, 1211.14, 167.291, 
760.685, 1255.91, 162.475, 
809.319, 1197.31, 164.327, 
820.84, 1250.22, 156.48, 
868.219, 1185.85, 159.011, 
691.737, 1221.23, 163.48, 
699.723, 1257.9, 163.978, 
750.814, 1210.58, 157.137, 
760.622, 1255.62, 160.357, 
813.052, 1214.45, 153.417, 
863.529, 1164.31, 145.04, 
877.074, 1226.51, 149.488, 
142.157, 670.55, 61.6264, 
142.157, 689.325, 60.8699, 
142.157, 707.887, 57.7024, 
202.147, 652.689, 57.3688, 
202.147, 698.587, 54.8827, 
262.136, 650.123, 54.9325, 
262.136, 704.431, 49.2248, 
322.126, 649.953, 50.497, 
322.126, 713.046, 41.3543, 
382.114, 652.373, 48.0537, 
442.103, 577.55, 35.7898, 
442.103, 658.176, 43.9302, 
502.092, 575.542, 36.4022, 
502.092, 666.761, 37.1549, 
562.08, 577.26, 37.7019, 
562.08, 678.285, 32.2296, 
622.069, 583.394, 36.9461, 
622.069, 693.142, 25.4117, 
682.049, 584.084, 38.0925, 
682.049, 710.589, 19.7608, 
742.028, 590.518, 35.1047, 
806.665, 442.881, 14.5811, 
806.665, 602.221, 30.669, 
142.157, 663.815, 53.6203, 
142.157, 701.386, 55.5226, 
202.147, 667.468, 48.2696, 
202.147, 713.561, 51.6833, 
262.136, 676.787, 44.4058, 
322.126, 627.911, 36.4823, 
322.126, 691.586, 39.7062, 
382.114, 651.471, 32.9644, 
442.103, 588.68, 29.9081, 
442.103, 670.898, 30.9998, 
502.092, 604.632, 21.0919, 
502.092, 696.341, 27.4993, 
562.08, 626.717, 18.7007, 
622.069, 545.324, 15.9064, 
622.069, 655.652, 17.3713, 
682.049, 561.197, 9.08274, 
682.049, 688.838, 18.0007, 
742.028, 588.732, 5.22774, 
806.665, 464.878, 2.95728, 
