986.609, 1188.39, 163.944, 
1231.79, 661.222, 35.3131, 
142.218, 670.723, 61.536, 
502.06, 696.25, 27.5467, 
839.513, 1015.49, 128.911, 
846.917, 475.692, 141.8, 
262.159, 676.854, 44.3708, 
902.177, 1196.84, 184.167, 
899.849, 1241.48, 250.831, 
815.834, 355.434, 46.5479, 
760.643, 1255.68, 160.325, 
899.521, 1261.98, 221.391, 
860.059, 1135.42, 121.324, 
850.981, 175.749, 132.099, 
1111.84, 562.507, 37.3386, 
562.063, 577.213, 37.7264, 
884.134, 1237.42, 133.046, 
932.71, 1153.9, 145.508, 
933.051, 1075.49, 146.483, 
904.557, 1195.35, 110.201, 
912.84, 1237.44, 142.362, 
1092.53, 1270.32, 165.539, 
681.981, 688.645, 18.1012, 
838.631, 1075.43, 115.842, 
741.981, 590.385, 35.174, 
696.272, 1253.81, 165.452, 
894.016, 1295.74, 281.929, 
901.736, 1214.63, 221.384, 
622.042, 583.318, 36.9856, 
899.275, 32.5246, 44.1816, 
982.251, 775.324, 72.9694, 
442.086, 670.85, 31.0246, 
894.714, 32.5264, 44.1806, 
1531.7, 695.019, 51.1343, 
322.151, 650.023, 50.4604, 
691.776, 1221.34, 163.423, 
820.849, 1250.25, 156.467, 
813.062, 1214.48, 153.402, 
892.092, 1237.49, 157.42, 
897.002, 32.1179, 51.1897, 
966.068, 295.636, 122.954, 
502.074, 666.71, 37.1816, 
811.676, 475.484, 72.8859, 
902.978, 32.5595, 55.5227, 
1531.69, 667.237, 43.8574, 
701.472, 1270.48, 165.455, 
870.667, 895.594, 153.969, 
923.457, 235.771, 153.876, 
987.241, 574.997, 33.9342, 
892.8, 1167.65, 184.161, 
